num_seen,message,empathy,parsed,labels,inds,num_words,polarity
1,must get much accomplished,determined,must get much accomplished,12,[   0 1003  627  999   14    1],4,0.5
1,i feel good i was productive today,determined,i feel good i was productive today,12,[   0  788  548  646  788 1627 1168 1527    1],7,0.5
1,i feel good my motivated,determined,i feel good my motivated,12,[   0  788  548  646 1004  992    1],5,0.5
1,good and ready to do a little of work,determined,good and ready to do a little of work,12,[   0  646   60 1198 1525  400    3  895 1055 1685    1],9,0.5
1,ok kinda productive,determined,ok kinda productive,12,[   0 1060  854 1168    1],3,0.5
1,pretty goodoptimistic and motivated,determined,pretty goodoptimistic and motivated,12,[   0 1160  652   60  992    1],4,0.5
1,i feel motivated to study for my finals which are in 4 days,determined,i feel motivated to study for my finals which are in   days,12,[   0  788  548  992 1525 1414  584 1004  566 1655   80  806  336    1],12,0.5
1,happy determined,determined,happy determined,12,[  0 703 373   1],2,0.5
1,good i feel this morning was productive,determined,good i feel this morning was productive,12,[   0  646  788  548 1503  988 1627 1168    1],7,0.5
1,good and determined,determined,good and determined,12,[  0 646  60 373   1],3,0.5
2,pretty motivated,determined,pretty motivated,12,[   0 1160  992    1],2,0.5
2,im feeling productive,determined,im feeling productive,12,[   0  801  550 1168    1],3,0.5
1,good being productive,determined,good being productive,12,[   0  646  134 1168    1],3,0.5
1,satisfied that ive gotten everything done that needs to be done,determined,satisfied that ive gotten everything done that needs to be done,12,[   0 1263 1486  836  660  498  406 1486 1017 1525  119  406    1],11,0.5
1,i feel really good i had a productive day and im happy with what i accomplished today,determined,i feel really good i had a productive day and im happy with what i accomplished today,12,"[   0  788  548 1201  646  788  686    3 1168  334   60  801  703 1670 1650
  788   14 1527    1]",17,0.5
1,good i feel accomplished,determined,good i feel accomplished,12,[  0 646 788 548  14   1],4,0.5
1,ok not super high or low apathetic and a little worthless,distortion,ok not super high or low apathetic and a little worthless,13,[   0 1060 1044 1431  744 1074  916   74   60    3  895 1696    1],11,-1.0
1,sad insignificant not good enough,distortion,sad insignificant not good enough,13,[   0 1255  819 1044  646  478    1],5,-1.0
1,im feeling useless,distortion,im feeling useless,13,[   0  801  550 1597    1],3,-1.0
1,disgusting,distortion,disgusting,13,[  0 391   1],1,-1.0
1,sad worthless stupid dumb,distortion,sad worthless stupid dumb,13,[   0 1255 1696 1418  431    1],4,-1.0
1,sad and unworthy of love,distortion,sad and unworthy of love,13,[   0 1255   60 1590 1055  911    1],5,-1.0
1,i feel i am useless,distortion,i feel i am useless,13,[   0  788  548  788   53 1597    1],5,-1.0
1,worthless_ôÖ_,distortion,worthless    ,13,[   0 1696    1],1,-1.0
1,i feel like shit i hate myself im so fat and gross like always _ô_¢,distortion,i feel like shit i hate myself im so fat and gross like always     ,13,"[   0  788  548  887 1307  788  714 1006  801 1349  540   60  677  887   52
    1]",14,-1.0
1,disappointed in myself worthless ashamed,distortion,disappointed in myself worthless ashamed,13,[   0  386  806 1006 1696   86    1],5,-1.0
1,quite dreadful stupid inadequate,distortion,quite dreadful stupid inadequate,13,[   0 1184  419 1418  807    1],4,-1.0
1,useless frustrated and calm,distortion,useless frustrated and calm,13,[   0 1597  600   60  207    1],4,-1.0
1,numb meh okay,distortion,numb meh okay,13,[   0 1052  950 1061    1],3,-1.0
1,useless not worthy of anything frustrated,distortion,useless not worthy of anything frustrated,13,[   0 1597 1044 1697 1055   73  600    1],6,-1.0
1,i am feeling like shit,distortion,i am feeling like shit,13,[   0  788   53  550  887 1307    1],5,-1.0
1,im feeling gross,distortion,im feeling gross,13,[  0 801 550 677   1],3,-1.0
1,sad and worthless,distortion,sad and worthless,13,[   0 1255   60 1696    1],3,-1.0
1,worthless and betrayed,distortion,worthless and betrayed,13,[   0 1696   60  137    1],3,-1.0
1,sad worthless empty,distortion,sad worthless empty,13,[   0 1255 1696  466    1],3,-1.0
1,i feel terrible and useless,distortion,i feel terrible and useless,13,[   0  788  548 1476   60 1597    1],5,-1.0
1,destroyed and inadequate,distortion,destroyed and inadequate,13,[  0 371  60 807   1],3,-1.0
1,incompetent,distortion,incompetent,13,[  0 808   1],1,-1.0
1,frustrated and useless,distortion,frustrated and useless,13,[   0  600   60 1597    1],3,-1.0
1,ive been spending way too much time on facebook and now i feel very inferior and boring,distortion,ive been spending way too much time on facebook and now i feel very inferior and boring,13,"[   0  836  130 1378 1632 1536  999 1518 1065  526   60 1049  788  548 1609
  814   60  174    1]",17,-1.0
1,not good enough,distortion,not good enough,13,[   0 1044  646  478    1],3,-1.0
1,pretty insecure and stupid and shitty,distortion,pretty insecure and stupid and shitty,13,[   0 1160  817   60 1418   60 1309    1],6,-1.0
1,useless and disgusting,distortion,useless and disgusting,13,[   0 1597   60  391    1],3,-1.0
1,trapped weak useless,distortion,trapped weak useless,13,[   0 1545 1634 1597    1],3,-1.0
3,i feel useless,distortion,i feel useless,13,[   0  788  548 1597    1],3,-1.0
6,useless,distortion,useless,13,[   0 1597    1],1,-1.0
9,worthless,distortion,worthless,13,[   0 1696    1],1,-1.0
1,i just had boot camp and i have tennis every friday which really stresses me out because im not good at it and lose to people 4 years younger than me its embarrassing,embarrassed,i just had boot camp and i have tennis every friday which really stresses me out because im not good at it and lose to people   years younger than me its embarrassing,14,"[   0  788  844  686  171  210   60  788  716 1471  494  593 1655 1201 1407
  941 1081  126  801 1044  646   92  832   60  903 1525 1112 1707 1715 1482
  941  834  458    1]",32,-0.6
1,embarrased and not good enough,embarrassed,embarrased and not good enough,14,[   0  457   60 1044  646  478    1],5,-0.6
1,a lot of different emotions depressed hopeless excited,emotional,a lot of different emotions depressed hopeless excited,15,[   0    3  908 1055  381  464  361  762  506    1],8,-0.3
1,happy but emotional,emotional,happy but emotional,15,[  0 703 202 461   1],3,-0.3
1,im mostly fine but for some reason im in the mood to cry but im quite happy today,emotional,im mostly fine but for some reason im in the mood to cry but im quite happy today,15,"[   0  801  990  569  202  584 1355 1203  801  806 1488  982 1525  317  202
  801 1184  703 1527    1]",18,-0.3
1,good but emotional,emotional,good but emotional,15,[  0 646 202 461   1],3,-0.3
1,good a bit hormonal affected,emotional,good a bit hormonal affected,15,[  0 646   3 148 765  30   1],5,-0.3
1,my emotional its not good 😊,emotional,my emotional its not good  ,15,[   0 1004  461  834 1044  646    1],5,-0.3
2,my emotions are all over the place right now some good some not so good 😅,emotional,my emotions are all over the place right now some good some not so good  ,15,"[   0 1004  464   80   39 1084 1488 1133 1240 1049 1355  646 1355 1044 1349
  646    1]",15,-0.3
1,i dont feel anything now no angry no happy just nothing is it bad?,emotionless,i dont feel anything now no angry no happy just nothing is it bad ,16,"[   0  788  407  548   73 1049 1033   61 1033  703  844 1047  828  832  110
    1]",14,-0.3
1,im kinda neutral because my girlfriend is pretty distant lately and im sad about school but i had a good dinner with my dad and im off work tomorrow morning so i just feel nothing,emotionless,im kinda neutral because my girlfriend is pretty distant lately and im sad about school but i had a good dinner with my dad and im off work tomorrow morning so i just feel nothing,16,"[   0  801  854 1023  126 1004  631  828 1160  395  865   60  801 1255    7
 1270  202  788  686    3  646  383 1670 1004  324   60  801 1056 1685 1532
  988 1349  788  844  548 1047    1]",35,-0.3
1,even to low  not sad but not happy  i dont really care what happens right now,emotionless,even to low  not sad but not happy  i dont really care what happens right now,16,"[   0  490 1525  916 1044 1255  202 1044  703  788  407 1201  215 1650  699
 1240 1049    1]",16,-0.3
1,sad but i dont really feel anything,emotionless,sad but i dont really feel anything,16,[   0 1255  202  788  407 1201  548   73    1],7,-0.3
1,kind of numb like im not happy or sad  just floating through a grey period,emotionless,kind of numb like im not happy or sad  just floating through a grey period,16,"[   0  853 1055 1052  887  801 1044  703 1074 1255  844  578 1511    3  676
 1118    1]",15,-0.3
1,blank super meh apathic,emotionless,blank super meh apathic,16,[   0  151 1431  950   75    1],4,-0.3
1,tired and numb emotionally but not sad,emotionless,tired and numb emotionally but not sad,16,[   0 1522   60 1052  462  202 1044 1255    1],7,-0.3
1,im pretty meh about everything rn,emotionless,im pretty meh about everything rn,16,[   0  801 1160  950    7  498 1244    1],6,-0.3
1,trying to learn stuff feeling neutral not happy not sad not really much of anything,emotionless,trying to learn stuff feeling neutral not happy not sad not really much of anything,16,"[   0 1550 1525  870 1416  550 1023 1044  703 1044 1255 1044 1201  999 1055
   73    1]",15,-0.3
1,sad empty neutral numb stillness,emotionless,sad empty neutral numb stillness,16,[   0 1255  466 1023 1052 1398    1],5,-0.3
1,neutral but i tend to say good,emotionless,neutral but i tend to say good,16,[   0 1023  202  788 1470 1525 1267  646    1],7,-0.3
2,feeling meh,emotionless,feeling meh,16,[  0 550 950   1],2,-0.3
170,meh,emotionless,meh,16,[  0 950   1],1,-0.3
1,disappointed hopeful and excited,excited,disappointed hopeful and excited,17,[  0 386 760  60 506   1],4,1.0
1,im feeling up my plans for the weekend after next are really cool and im looking forward to it stress it down because school is minimised,excited,im feeling up my plans for the weekend after next are really cool and im looking forward to it stress it down because school is minimised,17,"[   0  801  550 1591 1004 1136  584 1488 1639   32 1027   80 1201  298   60
  801  902  587 1525  832 1405  832  414  126 1270  828  966    1]",26,1.0
1,excited about the future but meh about now,excited,excited about the future but meh about now,17,[   0  506    7 1488  615  202  950    7 1049    1],8,1.0
1,happy excite,excited,happy excite,17,[  0 703 505   1],2,1.0
1,im happy and exciting,excited,im happy and exciting,17,[  0 801 703  60 507   1],4,1.0
1,good but cluttered,flustered,good but cluttered,18,[  0 646 202 260   1],3,-0.8
1,irritated confused wondering what the fuck is up with mandy tired of the dope feeling disconnected and discouraged,frustrated,irritated confused wondering what the fuck is up with mandy tired of the dope feeling disconnected and discouraged,19,"[   0  827  284 1680 1650 1488  601  828 1591 1670  931 1522 1055 1488  410
  550  387   60  388    1]",18,-0.5
1,happy easy,great,happy easy,20,[  0 703 441   1],2,1.0
1,good high spirits,great,good high spirits,20,[   0  646  744 1381    1],3,1.0
1,happy 🌞,great,happy  ,20,[  0 703   1],1,1.0
1,it was a good day and i am feeling well,great,it was a good day and i am feeling well,20,[   0  832 1627    3  646  334   60  788   53  550 1644    1],10,1.0
1,actually im feeling pretty good right now,great,actually im feeling pretty good right now,20,[   0   26  801  550 1160  646 1240 1049    1],7,1.0
1,happy the week is over,great,happy the week is over,20,[   0  703 1488 1638  828 1084    1],5,1.0
1,i feel really good ,great,i feel really good ,20,[   0  788  548 1201  646    1],4,1.0
1,i feel great dude,great,i feel great dude,20,[  0 788 548 670 429   1],4,1.0
1,i feel pretty good and im up early which is out of character for me,great,i feel pretty good and im up early which is out of character for me,20,"[   0  788  548 1160  646   60  801 1591  440 1655  828 1081 1055  230  584
  941    1]",15,1.0
1,happy and dad,great,happy and dad,20,[  0 703  60 324   1],3,1.0
1,i’m feeling pretty good right now,great,i m feeling pretty good right now,20,[   0  788  918  550 1160  646 1240 1049    1],7,1.0
1,good i just ate pizzas,great,good i just ate pizzas,20,[   0  646  788  844   93 1132    1],5,1.0
1,happybecause i watched a funny video before chatting with you,great,happybecause i watched a funny video before chatting with you,20,[   0  704  788 1629    3  613 1612  132  233 1670 1714    1],10,1.0
1,grand pretty good,great,grand pretty good,20,[   0  664 1160  646    1],3,1.0
1,pretty good rn happy its the weekend,great,pretty good rn happy its the weekend,20,[   0 1160  646 1244  703  834 1488 1639    1],7,1.0
